Idade,Genero,Cor/raca/etnia,PCD,Oportunidade de Progressão de Carreira,UF,Regiao onde mora,Nivel de Ensino,Area de Formação,Situação atual de Trabalho,Setor,Cargo,Nivel,Forma de Trabalho,Atuação
33,Feminino,Branca,Não,1.0,SP,Sudeste,Doutorado ou Phd,Ciências Biológicas/ Farmácia/ Medicina/ Área da Saúde,Empregado (CLT),Área da Saúde,Analista de Dados/Data Analyst,Pleno,Modelo 100% remoto,Análise de Dados
23,Masculino,Branca,Não,,AM,Norte,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Varejo,Engenheiro de Machine Learning/ML Engineer/AI Engineer,Júnior,Modelo 100% remoto,Análise de Dados
39,Masculino,Parda,Não,,,,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Vivo fora do Brasil e trabalho para empresa de fora do Brasil,Indústria,Analista de BI/BI Analyst,Sênior,Modelo 100% remoto,Análise de Dados
28,Masculino,Parda,Não,1.0,PR,Sul,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Tecnologia/Fábrica de Software,Analista de BI/BI Analyst,Pleno,Modelo híbrido com dias fixos de trabalho presencial,Análise de Dados
40,Masculino,Branca,Não,,MG,Sudeste,Mestrado,Ciências Biológicas/ Farmácia/ Medicina/ Área da Saúde,Empregado (CLT),Área da Saúde,Cientista de Dados/Data Scientist,Pleno,Modelo 100% remoto,Ciência de Dados
42,Masculino,Branca,Não,,RS,Sul,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Finanças ou Bancos,Analista de Dados/Data Analyst,Sênior,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Análise de Dados
25,Masculino,Branca,Não,,,,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Vivo fora do Brasil e trabalho para empresa de fora do Brasil,Setor Alimentício,,,Modelo híbrido com dias fixos de trabalho presencial,Gestor
35,Masculino,Branca,Não,,CE,Nordeste,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Varejo,Outra Opção,Júnior,Modelo 100% remoto,Outra atuação
57,Masculino,Branca,Não,,SP,Sudeste,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Área de Consultoria,Analista de Dados/Data Analyst,Sênior,Modelo 100% remoto,Engenharia de Dados
20,Masculino,Branca,Não,,SP,Sudeste,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Somente Estudante (graduação),,,,,Buscando oportunidade na área de dados
33,Feminino,Branca,Não,0.0,MG,Sudeste,Mestrado,Ciências Biológicas/ Farmácia/ Medicina/ Área da Saúde,"Desempregado, buscando recolocação",,,,,Buscando oportunidade na área de dados
40,Masculino,Branca,Não,,PR,Sul,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Indústria,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,Sênior,Modelo 100% remoto,Engenharia de Dados
45,Feminino,Branca,Não,,RS,Sul,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Finanças ou Bancos,Analista de BI/BI Analyst,Sênior,Modelo híbrido com dias fixos de trabalho presencial,Análise de Dados
45,Masculino,Parda,Não,,PA,Norte,Pós-graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios,Empregado (CLT),Finanças ou Bancos,Outra Opção,Júnior,Modelo 100% presencial,Outra atuação
34,Masculino,Prefiro não informar,Prefiro não informar,,SP,Sudeste,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Finanças ou Bancos,Cientista de Dados/Data Scientist,Júnior,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Outra atuação
40,Feminino,Parda,Não,,PE,Nordeste,Pós-graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios,"Desempregado, buscando recolocação",,,,,Buscando oportunidade na área de dados
36,Masculino,Branca,Não,,MG,Sudeste,Pós-graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios,Empregado (CLT),Área de Consultoria,,,Modelo híbrido com dias fixos de trabalho presencial,Gestor
34,Masculino,Branca,Não,,RJ,Sudeste,Mestrado,Economia/ Administração / Contabilidade / Finanças/ Negócios,Empreendedor ou Empregado (CNPJ),Tecnologia/Fábrica de Software,,,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Gestor
25,Masculino,Branca,Sim,0.0,PR,Sul,Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças/ Negócios,Empregado (CLT),Indústria,Analista de BI/BI Analyst,Pleno,Modelo híbrido com dias fixos de trabalho presencial,Análise de Dados
27,Masculino,Branca,Não,,PE,Nordeste,Pós-graduação,Outras Engenharias,Empregado (CLT),Tecnologia/Fábrica de Software,Cientista de Dados/Data Scientist,Sênior,Modelo 100% remoto,Ciência de Dados
42,Feminino,Branca,Não,,SC,Sul,Pós-graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios,Servidor Público,Setor Público,,,Modelo 100% presencial,Gestor
30,Masculino,Preta,Não,,SP,Sudeste,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Varejo,Analista de Dados/Data Analyst,Júnior,Modelo híbrido com dias fixos de trabalho presencial,Análise de Dados
24,Masculino,Parda,Não,,SP,Sudeste,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,"Desempregado, buscando recolocação",,,,,Buscando oportunidade na área de dados
31,Masculino,Parda,Não,,PE,Nordeste,Pós-graduação,Outras Engenharias,Empregado (CLT),Finanças ou Bancos,Analista de BI/BI Analyst,Sênior,Modelo 100% remoto,Análise de Dados
32,Masculino,Branca,Não,,SP,Sudeste,Doutorado ou Phd,Química / Física,Empregado (CLT),Varejo,,,Modelo 100% remoto,Gestor
30,Feminino,Branca,Não,1.0,RJ,Sudeste,Mestrado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Finanças ou Bancos,Analista de Dados/Data Analyst,Pleno,Modelo híbrido com dias fixos de trabalho presencial,Análise de Dados
35,Masculino,Branca,Não,,SP,Sudeste,Pós-graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios,Empregado (CLT),Finanças ou Bancos,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,Sênior,Modelo híbrido com dias fixos de trabalho presencial,Engenharia de Dados
19,Masculino,Parda,Não,,DF,Centro-oeste,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Somente Estudante (graduação),,,,,Buscando oportunidade na área de dados
36,Masculino,Parda,Não,,PR,Sul,Pós-graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios,Empregado (CLT),Tecnologia/Fábrica de Software,Analista de BI/BI Analyst,Pleno,Modelo 100% remoto,Análise de Dados
32,Masculino,Branca,Não,,SP,Sudeste,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Varejo,Analista de Dados/Data Analyst,Sênior,Modelo 100% remoto,Análise de Dados
29,Masculino,Parda,Não,,RJ,Sudeste,Graduação/Bacharelado,Química / Física,Empregado (CLT),Setor Imobiliário/ Construção Civil,Cientista de Dados/Data Scientist,Pleno,Modelo 100% remoto,Ciência de Dados
28,Masculino,Parda,Não,,DF,Centro-oeste,Pós-graduação,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais,Empregado (CLT),Seguros ou Previdência,,,Modelo híbrido com dias fixos de trabalho presencial,Gestor
25,Masculino,Parda,Não,,GO,Centro-oeste,Graduação/Bacharelado,Outras Engenharias,Empregado (CLT),Tecnologia/Fábrica de Software,Analista de Dados/Data Analyst,Júnior,Modelo 100% remoto,Análise de Dados
37,Feminino,Branca,Não,,PE,Nordeste,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Estagiário,Tecnologia/Fábrica de Software,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,Júnior,Modelo 100% remoto,Engenharia de Dados
28,Masculino,Branca,Não,,SP,Sudeste,Graduação/Bacharelado,Outras Engenharias,Empregado (CLT),Finanças ou Bancos,,,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Gestor
39,Masculino,Branca,Não,,SP,Sudeste,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empreendedor ou Empregado (CNPJ),Área de Consultoria,Analista de Negócios/Business Analyst,Sênior,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Ciência de Dados
37,Feminino,Branca,Não,0.0,SP,Sudeste,Doutorado ou Phd,Química / Física,Empregado (CLT),Indústria,Cientista de Dados/Data Scientist,Pleno,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Ciência de Dados
23,Feminino,Branca,Não,0.0,PR,Sul,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Estagiário,Indústria,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,Júnior,Modelo 100% remoto,Engenharia de Dados
30,Feminino,Parda,Não,0.0,CE,Nordeste,Pós-graduação,Marketing / Publicidade / Comunicação / Jornalismo,Servidor Público,Setor Público,Outra Opção,Júnior,Modelo 100% presencial,Análise de Dados
46,Masculino,Parda,Não,,GO,Centro-oeste,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empreendedor ou Empregado (CNPJ),Tecnologia/Fábrica de Software,,,Modelo 100% remoto,Gestor
35,Feminino,Branca,Não,1.0,RS,Sul,Pós-graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios,Freelancer,Setor Imobiliário/ Construção Civil,,,Modelo 100% remoto,Gestor
38,Feminino,Parda,Não,,BA,Nordeste,Mestrado,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais,Empreendedor ou Empregado (CNPJ),Telecomunicação,Cientista de Dados/Data Scientist,Sênior,Modelo 100% remoto,Ciência de Dados
29,Masculino,Branca,Não,,SP,Sudeste,Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças/ Negócios,Vivo no Brasil e trabalho remoto para empresa de fora do Brasil,Entretenimento ou Esportes,Analista de Dados/Data Analyst,Sênior,Modelo 100% remoto,Análise de Dados
29,Masculino,Parda,Não,0.0,SP,Sudeste,Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças/ Negócios,Empregado (CLT),Setor Farmaceutico,Analista de BI/BI Analyst,Sênior,Modelo híbrido com dias fixos de trabalho presencial,Análise de Dados
29,Masculino,Branca,Não,,SP,Sudeste,Estudante de Graduação,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais,Empregado (CLT),Finanças ou Bancos,Analista de Negócios/Business Analyst,Sênior,Modelo híbrido com dias fixos de trabalho presencial,Análise de Dados
30,Masculino,Parda,Não,,PE,Nordeste,Doutorado ou Phd,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Varejo,Cientista de Dados/Data Scientist,Sênior,Modelo 100% remoto,Ciência de Dados
33,Masculino,Branca,Não,,PR,Sul,Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças/ Negócios,Empregado (CLT),Área da Saúde,Data Product Manager/ Product Manager (PM/APM/DPM/GPM/PO),Sênior,Modelo 100% remoto,Análise de Dados
32,Masculino,Branca,Não,,SP,Sudeste,Pós-graduação,Outras Engenharias,Empregado (CLT),Finanças ou Bancos,Analista de Dados/Data Analyst,Pleno,Modelo 100% remoto,Análise de Dados
38,Masculino,Preta,Não,,PA,Norte,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Indústria,Analista de BI/BI Analyst,Sênior,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Análise de Dados
32,Masculino,Preta,Não,1.0,MG,Sudeste,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Agronegócios,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,Júnior,Modelo 100% remoto,Engenharia de Dados
37,Masculino,Preta,Não,,BA,Nordeste,Mestrado,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais,Empregado (CLT),Tecnologia/Fábrica de Software,Cientista de Dados/Data Scientist,Sênior,Modelo 100% remoto,Ciência de Dados
28,Masculino,Branca,Não,,MT,Centro-oeste,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Agronegócios,Analista de BI/BI Analyst,Pleno,Modelo 100% presencial,Engenharia de Dados
38,Masculino,Branca,Não,,SP,Sudeste,Mestrado,Outras Engenharias,Empregado (CLT),Tecnologia/Fábrica de Software,Cientista de Dados/Data Scientist,Pleno,Modelo 100% remoto,Ciência de Dados
29,Masculino,Branca,Não,,SC,Sul,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Tecnologia/Fábrica de Software,Analista de Dados/Data Analyst,Júnior,Modelo 100% presencial,Análise de Dados
42,Masculino,Branca,Não,,RS,Sul,Mestrado,Outras Engenharias,Empregado (CLT),Tecnologia/Fábrica de Software,Cientista de Dados/Data Scientist,Pleno,Modelo 100% remoto,Ciência de Dados
38,Masculino,Branca,Não,,CE,Nordeste,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Tecnologia/Fábrica de Software,Analista de BI/BI Analyst,Sênior,Modelo 100% remoto,Análise de Dados
41,Masculino,Parda,Não,,RJ,Sudeste,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Telecomunicação,,,Modelo 100% remoto,Gestor
23,Masculino,Parda,Não,,SP,Sudeste,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Marketing,Analista de Dados/Data Analyst,Júnior,Modelo híbrido com dias fixos de trabalho presencial,Análise de Dados
51,Feminino,Branca,Não,0.0,PR,Sul,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,"Desempregado, buscando recolocação",,,,,Buscando oportunidade na área de dados
43,Masculino,Parda,Não,,CE,Nordeste,Estudante de Graduação,Outras Engenharias,Empregado (CLT),Finanças ou Bancos,Analista de Suporte/Analista Técnico,Pleno,Modelo 100% presencial,Outra atuação
29,Masculino,Branca,Não,,MG,Sudeste,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Vivo no Brasil e trabalho remoto para empresa de fora do Brasil,Área de Consultoria,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,Sênior,Modelo 100% remoto,Engenharia de Dados
45,Masculino,Parda,Não,,SC,Sul,Graduação/Bacharelado,Outras Engenharias,"Desempregado, buscando recolocação",,,,,Buscando oportunidade na área de dados
25,Feminino,Branca,Não,1.0,SP,Sudeste,Pós-graduação,Marketing / Publicidade / Comunicação / Jornalismo,Empregado (CLT),Marketing,,,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Gestor
24,Masculino,Branca,Não,,SP,Sudeste,Pós-graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios,Empregado (CLT),Educação,Analista de BI/BI Analyst,Sênior,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Análise de Dados
33,Masculino,Branca,Não,,RS,Sul,Pós-graduação,Marketing / Publicidade / Comunicação / Jornalismo,Empregado (CLT),Marketing,Analista de BI/BI Analyst,Pleno,Modelo 100% remoto,Análise de Dados
47,Masculino,Parda,Não,,PE,Nordeste,Graduação/Bacharelado,Outras Engenharias,Empregado (CLT),Indústria,Analista de Dados/Data Analyst,Pleno,Modelo 100% presencial,Análise de Dados
21,Masculino,Branca,Não,,SP,Sudeste,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Somente Estudante (graduação),,,,,Buscando oportunidade na área de dados
31,Masculino,Preta,Não,,DF,Centro-oeste,Graduação/Bacharelado,Outras Engenharias,Empreendedor ou Empregado (CNPJ),Marketing,Analista de BI/BI Analyst,Pleno,Modelo híbrido com dias fixos de trabalho presencial,Análise de Dados
37,Feminino,Parda,Não,,MG,Sudeste,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Educação,Analytics Engineer,Sênior,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Engenharia de Dados
42,Masculino,Parda,Não,,MG,Sudeste,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Tecnologia/Fábrica de Software,,,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Gestor
28,Feminino,Branca,Não,0.0,SP,Sudeste,Graduação/Bacharelado,Ciências Sociais,Empregado (CLT),Marketing,Analista de Dados/Data Analyst,Pleno,Modelo 100% remoto,Análise de Dados
62,Masculino,Branca,Não,,MG,Sudeste,Mestrado,Economia/ Administração / Contabilidade / Finanças/ Negócios,Prefiro não informar,Outra Opção,,,Modelo híbrido com dias fixos de trabalho presencial,Gestor
34,Feminino,Parda,Não,1.0,SP,Sudeste,Doutorado ou Phd,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Área da Saúde,,,Modelo 100% remoto,Gestor
37,Masculino,Branca,Não,,,,Não tenho graduação formal,,Vivo fora do Brasil e trabalho para empresa de fora do Brasil,Tecnologia/Fábrica de Software,Analytics Engineer,Sênior,Modelo 100% remoto,Análise de Dados
36,Masculino,Branca,Não,,PR,Sul,Doutorado ou Phd,Química / Física,Empreendedor ou Empregado (CNPJ),Tecnologia/Fábrica de Software,Analista de Dados/Data Analyst,Júnior,Modelo híbrido com dias fixos de trabalho presencial,Análise de Dados
38,Masculino,Branca,Não,,SP,Sudeste,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Educação,Analista de BI/BI Analyst,Sênior,Modelo 100% remoto,Análise de Dados
26,Masculino,Branca,Não,,RS,Sul,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Varejo,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,Sênior,Modelo 100% presencial,Engenharia de Dados
40,Feminino,Branca,Não,0.0,MG,Sudeste,Doutorado ou Phd,Outras Engenharias,Empregado (CLT),Varejo,,,Modelo 100% remoto,Gestor
23,Masculino,Branca,Não,,SP,Sudeste,Graduação/Bacharelado,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais,Empregado (CLT),Tecnologia/Fábrica de Software,Cientista de Dados/Data Scientist,Pleno,Modelo 100% presencial,Ciência de Dados
37,Masculino,Parda,Não,,SP,Sudeste,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Setor Farmaceutico,Analytics Engineer,Sênior,Modelo 100% remoto,Análise de Dados
23,Masculino,Branca,Não,,PE,Nordeste,Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças/ Negócios,Empregado (CLT),Setor Automotivo,Analista de Inteligência de Mercado/Market Intelligence,Júnior,Modelo 100% presencial,Análise de Dados
35,Masculino,Parda,Não,,ES,Sudeste,Mestrado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Área da Saúde,Cientista de Dados/Data Scientist,Sênior,Modelo 100% remoto,Ciência de Dados
25,Masculino,Branca,Não,,SP,Sudeste,Graduação/Bacharelado,Outras Engenharias,"Desempregado, buscando recolocação",,,,,Buscando oportunidade na área de dados
34,Masculino,Amarela,Não,0.0,SP,Sudeste,Mestrado,Outras Engenharias,Empregado (CLT),Finanças ou Bancos,Cientista de Dados/Data Scientist,Pleno,Modelo híbrido com dias fixos de trabalho presencial,Ciência de Dados
28,Masculino,Parda,Não,,RJ,Sudeste,Estudante de Graduação,Outras Engenharias,Empregado (CLT),Outra Opção,Outra Opção,Júnior,Modelo 100% presencial,Outra atuação
36,Masculino,Branca,Não,,SP,Sudeste,Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças/ Negócios,Empregado (CLT),Finanças ou Bancos,,,Modelo híbrido com dias fixos de trabalho presencial,Gestor
30,Masculino,Branca,Não,,ES,Sudeste,Mestrado,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais,Empregado (CLT),Finanças ou Bancos,Cientista de Dados/Data Scientist,Pleno,Modelo 100% remoto,Ciência de Dados
24,Masculino,Parda,Não,,TO,Norte,Graduação/Bacharelado,Outras Engenharias,Empregado (CLT),Agronegócios,Analista de Dados/Data Analyst,Pleno,Modelo 100% presencial,Análise de Dados
37,Masculino,Branca,Não,,RS,Sul,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empreendedor ou Empregado (CNPJ),Finanças ou Bancos,Data Product Manager/ Product Manager (PM/APM/DPM/GPM/PO),Sênior,Modelo 100% presencial,Outra atuação
28,Masculino,Branca,Não,,SC,Sul,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Indústria,Outra Opção,Pleno,Modelo 100% presencial,Outra atuação
47,Masculino,Parda,Não,,RJ,Sudeste,Mestrado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Educação,,,Modelo híbrido com dias fixos de trabalho presencial,Outra atuação
32,Masculino,Branca,Não,,SC,Sul,Pós-graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios,Empregado (CLT),Área da Saúde,Cientista de Dados/Data Scientist,Pleno,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Ciência de Dados
28,Masculino,Branca,Não,,SP,Sudeste,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Outra Opção,Cientista de Dados/Data Scientist,Sênior,Modelo híbrido com dias fixos de trabalho presencial,Ciência de Dados
27,Masculino,Parda,Não,,RN,Nordeste,Graduação/Bacharelado,Outras Engenharias,"Desempregado, buscando recolocação",,,,,Buscando oportunidade na área de dados
38,Masculino,Branca,Não,,MG,Sudeste,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Tecnologia/Fábrica de Software,Analista de BI/BI Analyst,Pleno,Modelo 100% presencial,Análise de Dados
27,Masculino,Branca,Não,,RS,Sul,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,"Desempregado, buscando recolocação",,,,,Buscando oportunidade na área de dados
31,Masculino,Branca,Não,,PR,Sul,Mestrado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Área de Consultoria,Cientista de Dados/Data Scientist,Sênior,Modelo 100% remoto,Ciência de Dados
30,Masculino,Branca,Não,,DF,Centro-oeste,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Outra Opção,Analista de BI/BI Analyst,Júnior,Modelo 100% presencial,Análise de Dados
32,Masculino,Amarela,Não,,SP,Sudeste,Graduação/Bacharelado,Outras Engenharias,Empregado (CLT),Varejo,Analista de Dados/Data Analyst,Pleno,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Análise de Dados
29,Masculino,Prefiro não informar,Não,,SP,Sudeste,Mestrado,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais,Empregado (CLT),Área da Saúde,Cientista de Dados/Data Scientist,Sênior,Modelo 100% remoto,Ciência de Dados
26,Masculino,Branca,Não,,SP,Sudeste,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Freelancer,Setor Alimentício,Outra Opção,Júnior,Modelo 100% presencial,Análise de Dados
52,Masculino,Parda,Não,,MG,Sudeste,Mestrado,Economia/ Administração / Contabilidade / Finanças/ Negócios,Empregado (CLT),Varejo,,,Modelo 100% presencial,Gestor
42,Feminino,Branca,Não,,MG,Sudeste,Doutorado ou Phd,Computação / Engenharia de Software / Sistemas de Informação/ TI,Trabalho na área Acadêmica/Pesquisador,,,,,Outra atuação
29,Feminino,Branca,Não,,PE,Nordeste,Pós-graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios,Empregado (CLT),Área de Consultoria,Analista de Negócios/Business Analyst,Júnior,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Análise de Dados
26,Masculino,Branca,Não,,PR,Sul,Graduação/Bacharelado,Outras Engenharias,Empregado (CLT),Área de Consultoria,Cientista de Dados/Data Scientist,Júnior,Modelo 100% remoto,Ciência de Dados
26,Masculino,Branca,Não,,MG,Sudeste,Mestrado,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais,Empregado (CLT),Indústria,Cientista de Dados/Data Scientist,Sênior,Modelo 100% remoto,Ciência de Dados
30,Masculino,Branca,Não,,GO,Centro-oeste,Graduação/Bacharelado,Outras Engenharias,Empreendedor ou Empregado (CNPJ),Área de Consultoria,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,Pleno,Modelo 100% remoto,Engenharia de Dados
30,Masculino,Branca,Não,,RJ,Sudeste,Mestrado,Economia/ Administração / Contabilidade / Finanças/ Negócios,Empregado (CLT),Seguros ou Previdência,Analista de Negócios/Business Analyst,Sênior,Modelo híbrido com dias fixos de trabalho presencial,Análise de Dados
37,Feminino,Branca,Não,1.0,RS,Sul,Mestrado,Economia/ Administração / Contabilidade / Finanças/ Negócios,Empregado (CLT),Varejo,Data Product Manager/ Product Manager (PM/APM/DPM/GPM/PO),Pleno,Modelo híbrido com dias fixos de trabalho presencial,Análise de Dados
28,Feminino,Parda,Não,1.0,SP,Sudeste,Pós-graduação,Outras Engenharias,Empregado (CLT),Outra Opção,Analytics Engineer,Pleno,Modelo 100% remoto,Engenharia de Dados
30,Masculino,Branca,Não,,AM,Norte,Pós-graduação,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais,Empregado (CLT),Varejo,,,Modelo híbrido com dias fixos de trabalho presencial,Gestor
29,Masculino,Branca,Não,,SP,Sudeste,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Finanças ou Bancos,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,Pleno,Modelo 100% remoto,Engenharia de Dados
29,Masculino,Branca,Não,,RJ,Sudeste,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Vivo no Brasil e trabalho remoto para empresa de fora do Brasil,Tecnologia/Fábrica de Software,Analista de Dados/Data Analyst,Sênior,Modelo 100% remoto,Análise de Dados
41,Masculino,Branca,Não,,SP,Sudeste,Graduação/Bacharelado,Marketing / Publicidade / Comunicação / Jornalismo,Empreendedor ou Empregado (CNPJ),Marketing,Outra Opção,Júnior,Modelo 100% remoto,Outra atuação
27,Masculino,Branca,Não,,SP,Sudeste,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Setor de Energia,Cientista de Dados/Data Scientist,Pleno,Modelo 100% remoto,Ciência de Dados
34,Masculino,Branca,Não,,SP,Sudeste,Pós-graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios,Empregado (CLT),Outra Opção,Cientista de Dados/Data Scientist,Sênior,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Ciência de Dados
33,Feminino,Parda,Não,0.0,MG,Sudeste,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Setor Público,Analista de BI/BI Analyst,Júnior,Modelo 100% presencial,Análise de Dados
36,Masculino,Branca,Não,,SP,Sudeste,Pós-graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios,Empreendedor ou Empregado (CNPJ),Educação,,,Modelo 100% presencial,Gestor
